,Retorno_alvo,Sinal
2020-01-20,-0.026595874822986598,-1
2020-01-21,-0.0213446245002384,-1
2020-01-22,-0.0629920722723346,-1
2020-01-23,-0.056836438769061,-1
2020-01-24,-0.0705634677195854,-1
2020-01-27,-0.070080813679865,-1
2020-01-28,-0.10265967525529,-1
2020-02-04,-0.0781868808753462,1
2020-02-05,-0.0486957048908069,1
2020-02-06,-0.0160046095133876,1
2020-02-07,-0.043735214211229195,1
2020-02-10,-0.035863747939569104,1
2020-02-11,-0.0374999953958359,1
2020-02-12,-0.024024165764947498,1
2020-02-19,-0.0508368405360706,-1
2020-02-20,-0.058132278724913,-1
2020-02-21,-0.057230718535576,-1
2020-02-27,0.011724118653329901,-1
2020-03-05,-0.275771449366408,1
2020-03-06,-0.23694519247482598,1
2020-03-09,-0.237218821238057,1
2020-03-10,-0.188627018769252,1
2020-03-11,-0.123636390638529,1
2020-03-12,-0.00604487455235447,1
2020-03-20,-0.0107883396236071,-1
2020-03-23,0.015638534281777097,-1
2020-03-24,0.0620017299715236,-1
2020-03-25,-0.022317510091790397,-1
2020-03-26,-0.0734375752852723,-1
2020-03-27,-0.00640516231145372,-1
2020-04-03,0.045654082687528,1
2020-04-06,-0.0345699094488082,1
2020-04-07,-0.0652699823003025,1
2020-04-08,-0.056864381766340205,1
2020-04-09,-0.0396694860119329,1
2020-04-20,-0.023255797426713798,-1
2020-04-22,0.0120482205738452,-1
2020-04-23,0.033766192482771504,-1
2020-04-24,0.0648064000178232,-1
2020-05-04,-0.04251704110650081,1
2020-05-05,-0.0167503480100459,1
2020-05-06,-0.0160608059128581,1
2020-05-07,0.048526977082337996,1
2020-05-08,-0.00830574047162924,1
2020-05-11,0.0167506071388963,1
2020-05-18,0.10578506874087801,-1
2020-05-19,0.07370194585036251,-1
2020-05-20,0.0280064578073664,-1
2020-05-21,0.0606061632026735,-1
2020-05-22,0.104770054524472,-1
2020-05-25,0.0798696133250536,-1
2020-06-01,0.107936407375731,1
2020-06-02,0.0462605601273731,1
2020-06-03,0.0135849473689535,1
2020-06-04,-0.00896858636120301,1
2020-06-05,-0.019928797671610602,1
2020-06-08,-0.0630137193380737,1
2020-06-09,-0.0335195373810213,1
2020-06-16,0.0693816227249722,-1
2020-06-17,0.0130718606686795,-1
2020-06-18,0.0423976494661533,-1
2020-06-19,0.0216763180230604,-1
2020-06-22,0.0177180194375894,-1
2020-06-23,0.0172290304821365,-1
2020-06-24,0.0336257427875883,-1
2020-07-01,0.0341226044856366,1
2020-07-02,-0.011997157102821301,1
2020-07-03,-0.0162659542934365,1
2020-07-06,-0.00487462700373709,1
2020-07-07,-0.027681613235660398,1
2020-07-08,-0.037389560291210204,1
2020-07-09,-0.035519124528204,1
2020-07-16,0.0875445106308013,-1
2020-07-17,0.0656779759775228,-1
2020-07-20,0.0729461141840084,-1
2020-07-21,-0.0088555508953555,-1
2020-07-22,-0.0550646111339478,-1
2020-07-23,-0.047916578931762696,-1
2020-07-30,-0.0900343494027486,1
2020-07-31,-0.0352518421716692,1
2020-08-03,-0.0167761188191504,1
2020-08-04,-0.0141790549097711,1
2020-08-05,0.006069839065928621,1
2020-08-06,-0.0309200693061783,1
2020-08-07,-0.0172802850724397,1
2020-08-14,-0.0384615534187939,-1
2020-08-17,-0.0116732413791221,-1
2020-08-18,-0.0305809864665966,-1
2020-08-19,-0.0077821074131792,-1
2020-08-20,-0.0442545838456299,-1
2020-08-21,-0.024672388853623103,-1
2020-08-31,0.0,1
2020-09-01,-0.0482212892850149,1
2020-09-02,-0.014890310572590899,1
2020-09-03,0.023015824489451598,1
2020-09-04,-0.00317462188358486,1
2020-09-14,-0.010342043924272699,-1
2020-09-15,-0.0170674755600561,-1
2020-09-16,0.0222929612039922,-1
2020-09-17,-0.0516717308553761,-1
2020-09-18,-0.0344019197786061,-1
2020-09-28,0.0841346890841608,1
2020-09-29,0.107692347519545,1
2020-09-30,0.08213718469508731,1
2020-10-01,0.0826772392082189,1
2020-10-02,0.101356799322563,1
2020-10-05,0.0491803199498391,1
2020-10-13,-0.013090949894181601,-1
2020-10-14,0.00652183417291052,-1
2020-10-15,0.056547650564217296,-1
2020-10-16,0.0339111050282948,-1
2020-10-19,0.016730099513022602,-1
2020-10-20,-0.036621791875056,-1
2020-10-27,-0.034256556479445296,1
2020-10-28,0.0635751421515083,1
2020-10-29,0.179984433197486,1
2020-10-30,0.223316891282123,1
2020-11-03,0.143975019474677,1
2020-11-04,0.17862723017657,1
2020-11-11,-0.0161073405556157,-1
2020-11-12,0.00889189368977461,-1
2020-11-13,-0.0410325011755213,-1
2020-11-16,-0.061197845938096906,-1
2020-11-17,-0.0737387489014573,-1
2020-11-18,-0.0579515815736164,-1
2020-11-26,0.0381414270296405,1
2020-11-27,0.0509777242937981,1
2020-11-30,0.0915594783905544,1
2020-12-01,0.0688011319368189,1
2020-12-02,0.0416666002445949,1
2020-12-03,0.042176805075952804,1
2020-12-10,0.00877730484445016,-1
2020-12-11,0.027102957210073598,-1
2020-12-14,0.0385007545827996,-1
2020-12-15,0.040293757487684004,-1
2020-12-16,0.0348755408874222,-1
2020-12-17,0.00023651298053617399,-1
2020-12-18,-0.0239596775879534,-1
2020-12-28,0.048192765710888,1
2020-12-29,0.009404357118631081,1
2020-12-30,0.07348241662834319,1
2021-01-11,-0.000226665215476762,-1
2021-01-12,-0.0664049809596855,-1
2021-01-13,-0.058614454462416,-1
2021-01-14,-0.0528905289052891,-1
2021-01-15,-0.0344827586206896,-1
2021-01-26,0.012987012987012901,1
2021-01-27,0.00779220779220768,1
2021-01-28,-0.0386100386100386,1
2021-01-29,-0.009927200529450621,1
2021-02-08,-0.0240963855421686,-1
2021-02-09,-0.0180481283422461,-1
2021-02-10,-0.021985343104597002,-1
2021-02-11,-0.0501672240802675,-1
2021-02-12,-0.0520622041920216,-1
2021-02-22,-0.028120713305898503,1
2021-02-23,0.00612661674608583,1
2021-02-24,0.0272479564032697,1
2021-02-25,0.0345070422535212,1
2021-02-26,0.0813124108416547,1
2021-03-01,0.108932461873638,1
2021-03-02,0.078627591136526,1
2021-03-09,0.00923482849604218,-1
2021-03-10,0.0216110019646365,-1
2021-03-11,0.0298210735586482,-1
2021-03-12,0.00332667997338665,-1
2021-03-15,-0.0326797385620915,-1
2021-03-16,-0.00398671096345515,-1
2021-03-17,-0.0175097276264591,-1
2021-03-24,0.0317567567567567,1
2021-03-25,0.0266844563042028,1
2021-03-26,0.0046204620462047,1
2021-03-29,0.00980392156862742,1
2021-03-30,-0.014753046824887801,1
2021-03-31,0.0143884892086332,1
2021-04-07,0.038107752956636,-1
2021-04-08,0.0181229773462783,-1
2021-04-09,0.0169270833333333,-1
2021-04-12,0.025145067698259197,-1
2021-04-13,0.0140754958413307,-1
2021-04-14,-0.013915243516761499,-1
2021-04-15,-0.036546943919344696,-1
2021-04-22,-0.0691823899371069,1
2021-04-23,-0.076340694006309,1
2021-04-26,-0.0468248877485568,1
2021-04-27,0.058207979071288406,1
2021-04-28,0.0657461538461537,1
2021-04-29,0.08125819134993441,1
2021-04-30,0.12918346720214202,1
2021-05-07,0.0746453469861412,-1
2021-05-10,0.0642423636363638,-1
2021-05-11,0.0397154688965342,-1
2021-05-12,0.0438648462439333,-1
2021-05-13,0.0444312822530379,-1
2021-05-14,0.0250291618160652,-1
2021-05-24,0.09869552459985931,1
2021-05-25,0.100510953974392,1
2021-05-26,0.121923361300708,1
2021-05-27,0.10740525113593799,1
2021-05-28,0.0817926610644257,1
2021-06-07,-0.0260204081632653,-1
2021-06-08,-0.0296069423175088,-1
2021-06-09,-0.0284826011642983,-1
2021-06-10,-0.0305383022774327,-1
2021-06-11,-0.0343188999831625,-1
2021-06-21,-0.0886278697277095,1
2021-06-22,-0.059595404068047905,1
2021-06-23,-0.0311284046692606,1
2021-06-24,-0.0005571030330305819,1
2021-06-25,0.0353981100060112,1
2021-06-28,0.0154285714285713,1
2021-07-05,-0.0178372342342679,-1
2021-07-06,-0.0068375502471538195,-1
2021-07-07,-0.0427687113111985,-1
2021-07-08,-0.019009215494861,-1
2021-07-12,-0.026047508493771198,-1
2021-07-13,-0.0432583170369841,-1
2021-07-20,0.00587187282020718,1
2021-07-21,-0.0325582539210318,1
2021-07-22,-0.00998238344202085,1
2021-07-23,0.0191044776119402,1
2021-07-26,-0.0269163838502047,1
2021-07-27,-0.017730437352246,1
2021-08-04,0.00120270602541805,-1
2021-08-05,-0.0132371231505942,-1
2021-08-06,-0.0456140350877193,-1
2021-08-09,-0.040209848484848404,-1
2021-08-10,0.0287254355909894,-1
2021-08-11,0.058539589619794906,-1
